Customer_Name,Age,Annual_Income,Credit_Score,Employment_Status,Debt_to_Income_Ratio,Loan_Amount,Loan_Term_Months,Past_Loans,Defaults,Marital_Status,Education_Level,Risk_Flag
Neha Patil,25,795688,677,Self-employed,0.22,213103,72,5,1,Single,Graduate,0
Pooja Dubey,31,532751,720,Business,0.2,120600,72,3,0,Married,Undergraduate,0
Asha Singh,50,1343326,688,Government,0.15,639679,36,7,0,Single,Undergraduate,0
Vivek Thakur,37,827516,705,Self-employed,0.21,252200,72,2,1,Single,Postgraduate,0
Vikram Kulkarni,26,842442,679,Government,0.12,122470,48,4,0,Single,Postgraduate,0
Varun Chatterjee,35,636728,696,Salaried,0.45,170796,12,7,0,Single,Graduate,0
Tanvi Pandey,29,368104,606,Business,0.33,126718,24,6,1,Married,Undergraduate,1
Varun Shinde,24,452453,720,Self-employed,0.54,190452,48,4,0,Single,Postgraduate,1
Vikram Menon,48,414701,699,Self-employed,0.57,151500,36,4,1,Married,Postgraduate,1
Pooja Patel,42,967360,708,Business,0.43,128995,48,5,0,Married,Undergraduate,0
Radhika Joshi,37,1170410,657,Salaried,0.12,125200,24,3,1,Single,Graduate,0
Radhika Patel,41,894680,561,Salaried,0.31,165843,60,0,1,Single,Postgraduate,1
Rajesh Patel,32,508435,840,Business,0.43,58486,72,2,0,Married,Graduate,0
Anjali Deshmukh,50,298834,693,Government,0.53,107914,36,5,0,Married,Undergraduate,1
Priya Choudhary,42,742214,675,Salaried,0.46,210532,48,6,0,Single,Undergraduate,1
Arjun Menon,41,681231,544,Government,0.19,205838,72,2,1,Married,Undergraduate,1
Anjali Kulkarni,51,562543,671,Self-employed,0.18,191741,24,6,0,Married,Postgraduate,0
Meena Sawant,30,505457,758,Self-employed,0.22,201567,24,3,0,Single,Postgraduate,0
Amit Singh,40,344284,712,Salaried,0.19,75489,60,5,1,Single,Undergraduate,0
Karan Kulkarni,30,378124,651,Salaried,0.52,187119,36,2,0,Single,Undergraduate,1
Komal Dubey,42,1349778,774,Salaried,0.54,407950,72,2,0,Single,Graduate,1
Aditya Menon,33,261388,631,Business,0.21,123534,48,0,3,Married,Undergraduate,1
Riya Menon,35,477746,764,Business,0.42,48306,60,1,0,Married,Graduate,0
Rohit Saxena,32,499390,850,Salaried,0.28,149335,48,5,0,Married,Graduate,0
Preeti Mishra,26,478676,737,Salaried,0.18,55796,48,1,0,Married,Postgraduate,0
Swati Yadav,45,481046,577,Self-employed,0.47,155677,24,0,3,Married,Postgraduate,1
Harsh Reddy,24,506589,639,Salaried,0.56,143876,72,5,1,Married,Graduate,1
Divya Thakur,23,493389,640,Salaried,0.33,83499,12,7,1,Married,Postgraduate,1
Komal Yadav,44,336406,633,Salaried,0.52,58000,72,5,1,Married,Graduate,1
Varun Thakur,56,200000,748,Salaried,0.35,29597,60,0,0,Married,Undergraduate,0
Vivek Iyer,49,200000,704,Unemployed,0.38,58223,24,3,1,Married,Graduate,1
Kavita Tripathi,26,274034,730,Business,0.14,70442,48,1,0,Married,Graduate,0
Pooja Menon,54,416475,642,Business,0.48,199148,36,1,3,Single,Undergraduate,1
Vikram Gupta,33,578832,690,Business,0.41,101905,60,1,0,Married,Undergraduate,0
Isha Dubey,34,390284,782,Salaried,0.39,181413,60,3,0,Married,Graduate,0
Riya Kulkarni,38,942558,490,Business,0.23,341411,36,0,2,Married,Undergraduate,1
Suresh Mishra,24,415943,757,Business,0.26,144836,36,4,0,Married,Graduate,0
Mahesh Reddy,30,579002,771,Unemployed,0.47,95361,36,0,0,Married,Undergraduate,1
Ajay Choudhary,38,565197,616,Salaried,0.19,100657,48,5,1,Married,Undergraduate,1
Riya Sawant,26,261331,693,Salaried,0.25,34216,24,5,1,Single,Postgraduate,0
Arjun Chatterjee,23,535200,678,Self-employed,0.49,135573,12,3,0,Married,Postgraduate,1
Arjun Kulkarni,53,539594,675,Salaried,0.27,161130,36,7,1,Married,Graduate,0
Rohit Bhosale,32,347738,746,Self-employed,0.38,131394,12,4,0,Married,Graduate,0
Vivek Mehta,43,277381,768,Business,0.25,65944,60,1,0,Single,Undergraduate,0
Swati Reddy,40,293309,706,Salaried,0.24,35942,12,3,0,Single,Graduate,0
Sunil Mane,36,211256,643,Government,0.47,25141,60,1,1,Married,Graduate,1
Rajesh Shinde,21,505536,567,Salaried,0.27,133278,60,4,2,Single,Graduate,1
Ajay Tripathi,35,860915,572,Salaried,0.19,358108,48,2,1,Single,Graduate,1
Sakshi Jadhav,22,332600,680,Business,0.59,59758,60,1,1,Single,Postgraduate,1
Manoj Pandey,42,288893,619,Business,0.57,95534,24,0,2,Single,Postgraduate,1
Suresh Sharma,33,290909,836,Government,0.48,125496,48,4,0,Single,Undergraduate,1
Ankita Mane,35,461373,811,Self-employed,0.26,158963,24,0,0,Single,Undergraduate,0
Vikram Thakur,46,788923,825,Business,0.16,377974,72,7,0,Married,Graduate,0
Amit Mehta,34,200000,695,Salaried,0.4,95263,36,1,0,Single,Graduate,0
Sunil Patel,31,289830,602,Salaried,0.17,120765,12,0,1,Single,Undergraduate,1
Harsh Bhosale,38,289700,816,Government,0.39,100238,48,2,0,Married,Undergraduate,0
Arjun Verma,40,527046,677,Unemployed,0.11,91058,24,2,1,Married,Postgraduate,1
Kavita Kapoor,34,1050685,608,Salaried,0.34,304123,36,7,1,Single,Graduate,1
Radhika Iyer,31,431688,628,Self-employed,0.44,156817,48,5,3,Married,Postgraduate,1
Harsh Sharma,43,402028,581,Salaried,0.27,84167,12,1,2,Married,Postgraduate,1
Ajay Tripathi,30,379424,678,Salaried,0.26,142163,48,2,0,Single,Undergraduate,0
Vikram Mane,48,701812,724,Salaried,0.37,117527,12,0,0,Married,Postgraduate,0
Deepak Mane,44,472520,700,Self-employed,0.51,87939,48,3,0,Single,Postgraduate,1
Varun Chavan,22,276602,780,Unemployed,0.34,34053,24,5,0,Married,Undergraduate,1
Sneha Sawant,39,807011,714,Salaried,0.19,271988,48,6,1,Single,Undergraduate,0
Rajesh Kulkarni,37,255853,543,Business,0.37,30143,36,5,2,Single,Postgraduate,1
Kavita Joshi,39,200000,682,Salaried,0.5,31684,24,3,0,Married,Undergraduate,1
Rohit Dubey,31,212449,518,Salaried,0.36,54656,60,2,1,Single,Graduate,1
Meena Kulkarni,38,693872,734,Salaried,0.34,112570,48,4,0,Married,Undergraduate,0
Sakshi Tripathi,44,406647,645,Salaried,0.37,120852,24,0,1,Married,Postgraduate,1
Pooja Mehta,21,200000,731,Salaried,0.18,32143,60,6,0,Single,Graduate,0
Kavita Shinde,34,257170,716,Salaried,0.39,128159,36,0,0,Married,Graduate,0
Rohit Shinde,23,332604,697,Salaried,0.22,77368,12,2,1,Single,Postgraduate,0
Arjun Malhotra,38,962158,561,Salaried,0.46,442428,60,6,2,Married,Undergraduate,1
Mahesh Kadam,48,309685,729,Unemployed,0.45,45258,36,6,0,Single,Postgraduate,1
Harsh Sawant,38,302573,729,Self-employed,0.2,46016,36,3,0,Married,Graduate,0
Manoj Saxena,51,824721,662,Salaried,0.32,212070,12,0,1,Married,Graduate,0
Ankita Sharma,31,399414,590,Salaried,0.16,64796,36,6,3,Single,Graduate,1
Manoj Dubey,25,439291,560,Self-employed,0.44,166701,72,1,1,Married,Postgraduate,1
Priya Mishra,27,416142,724,Business,0.29,171084,60,2,0,Married,Postgraduate,0
Arjun Nair,28,409024,663,Government,0.17,145627,36,7,1,Single,Graduate,0
Vivek Joshi,21,574364,679,Government,0.44,225620,36,3,0,Single,Undergraduate,0
Tanvi Mehta,34,432077,537,Salaried,0.16,191758,36,4,2,Single,Postgraduate,1
Preeti Choudhary,55,465418,640,Salaried,0.51,99794,60,2,2,Single,Postgraduate,1
Rajesh Jadhav,45,593474,612,Unemployed,0.47,160600,48,6,1,Married,Postgraduate,1
Sunil Kadam,33,391353,548,Salaried,0.45,77516,12,3,2,Married,Undergraduate,1
Amit Chatterjee,27,226600,768,Salaried,0.23,90706,12,5,0,Married,Postgraduate,0
Sneha Mehta,26,435852,733,Government,0.52,198635,72,1,0,Single,Postgraduate,1
Vikram Mishra,31,481897,850,Government,0.17,212215,60,1,0,Married,Graduate,0
Asha Chatterjee,45,284075,676,Salaried,0.22,105373,60,4,0,Single,Undergraduate,0
Sakshi Malhotra,30,841964,653,Business,0.15,246013,36,7,1,Married,Graduate,0
Aditya Choudhary,29,279569,647,Salaried,0.19,37063,60,1,3,Married,Graduate,1
Swati Iyer,54,403465,766,Salaried,0.16,187329,36,0,0,Single,Graduate,0
Meena Reddy,32,427492,476,Salaried,0.6,199331,36,4,1,Single,Postgraduate,1
Swati Sharma,57,232387,710,Government,0.45,89066,72,3,1,Married,Undergraduate,0
Preeti Reddy,23,403454,628,Business,0.51,196988,36,1,2,Married,Undergraduate,1
Rohit Chavan,37,550618,653,Government,0.47,153563,60,0,0,Single,Postgraduate,1
Komal Chatterjee,26,393286,730,Salaried,0.5,97928,72,7,0,Single,Graduate,1
Ankita Bhosale,52,384381,612,Business,0.58,74329,12,2,2,Single,Postgraduate,1
Priya Verma,21,414138,611,Salaried,0.23,108068,12,1,3,Single,Postgraduate,1
Sunil Dubey,28,211583,633,Business,0.35,88561,72,7,1,Single,Undergraduate,1
Preeti Yadav,30,200000,608,Business,0.32,55112,12,0,1,Married,Postgraduate,1
Kavita Chavan,21,486047,764,Salaried,0.27,208910,60,1,0,Married,Undergraduate,0
Radhika Iyer,42,265357,664,Salaried,0.59,119797,48,7,1,Married,Graduate,1
Mahesh Mane,32,570167,587,Unemployed,0.14,234594,24,5,1,Single,Undergraduate,1
Shruti Deshmukh,22,612703,623,Salaried,0.13,143608,72,6,1,Married,Graduate,1
Nisha Patil,23,712241,598,Government,0.16,329681,36,7,3,Married,Postgraduate,1
Deepak Thakur,39,419370,695,Salaried,0.27,199080,12,7,0,Married,Undergraduate,0
Mahesh Kadam,30,213811,773,Salaried,0.31,27967,12,3,0,Married,Graduate,0
Pooja Pawar,28,348684,703,Unemployed,0.24,136299,48,0,1,Single,Undergraduate,1
Radhika Deshmukh,28,433968,732,Self-employed,0.15,214588,36,1,0,Married,Undergraduate,0
Manoj Verma,40,784458,700,Salaried,0.49,336937,60,4,0,Single,Undergraduate,1
Nitin Sharma,33,423541,706,Salaried,0.23,199966,72,6,1,Married,Graduate,0
Amit Tripathi,33,766443,650,Salaried,0.17,248335,72,0,1,Married,Graduate,0
Meena Sawant,41,866828,738,Self-employed,0.44,137769,60,2,0,Married,Graduate,0
Pooja Pandey,37,242614,510,Salaried,0.52,75250,36,3,3,Married,Graduate,1
Manoj Yadav,37,590302,665,Business,0.51,192152,48,4,0,Married,Postgraduate,1
Ajay Dubey,32,423422,704,Salaried,0.12,85559,36,0,0,Single,Graduate,0
Suresh Mane,32,443741,738,Government,0.59,135223,36,6,0,Married,Undergraduate,1
Divya Patil,23,488516,717,Salaried,0.13,69807,72,6,0,Single,Postgraduate,0
Manoj Chatterjee,29,350091,620,Business,0.11,118866,24,0,2,Married,Postgraduate,1
Amit Malhotra,37,750547,702,Salaried,0.4,173032,60,3,0,Single,Undergraduate,0
Sneha Tripathi,43,745988,654,Government,0.27,235047,24,4,1,Single,Postgraduate,0
Pooja Menon,29,684629,626,Salaried,0.12,292439,36,3,3,Single,Postgraduate,1
Divya Reddy,45,271583,621,Salaried,0.3,53435,24,5,1,Single,Graduate,1
Mahesh Mishra,41,232624,748,Salaried,0.33,73117,24,1,0,Married,Undergraduate,0
Radhika Kapoor,57,200000,683,Business,0.49,86117,36,2,0,Married,Postgraduate,1
Deepak Deshmukh,31,465140,639,Salaried,0.3,204443,36,7,1,Single,Undergraduate,1
Sneha Patel,26,604149,662,Salaried,0.1,80126,72,1,0,Single,Graduate,0
Vivek Patil,39,359790,644,Government,0.39,104103,12,3,1,Married,Postgraduate,1
Nitin Mishra,35,922595,791,Salaried,0.14,252413,12,5,0,Single,Postgraduate,0
Nisha Jadhav,39,658930,784,Government,0.56,220497,72,4,0,Married,Graduate,1
Anjali Pandey,27,421048,721,Salaried,0.13,67863,48,2,0,Single,Graduate,0
Pooja Menon,34,204337,556,Government,0.13,49914,60,2,2,Married,Undergraduate,1
Sanjay Sawant,41,421578,617,Government,0.24,94302,72,4,2,Married,Postgraduate,1
Riya Deshmukh,42,687271,766,Salaried,0.33,293143,12,3,0,Single,Graduate,0
Aditya Deshmukh,56,276739,698,Government,0.43,57006,48,7,0,Single,Postgraduate,0
Anjali Nair,37,736474,689,Salaried,0.3,290759,60,5,1,Married,Undergraduate,0
Mahesh Iyer,40,207325,729,Salaried,0.41,38244,60,0,0,Married,Graduate,0
Radhika Kulkarni,54,366187,569,Salaried,0.46,49376,48,5,3,Married,Postgraduate,1
Meena Chavan,57,606334,621,Unemployed,0.47,98283,24,1,2,Married,Undergraduate,1
Harsh Kulkarni,39,235138,604,Self-employed,0.36,75727,48,3,2,Single,Undergraduate,1
Vikram Thakur,45,701349,744,Government,0.58,195397,60,1,0,Single,Postgraduate,1
Aditya Joshi,38,715181,741,Salaried,0.36,275733,36,7,0,Married,Postgraduate,0
Sakshi Tripathi,27,266754,690,Salaried,0.42,71170,72,5,0,Married,Graduate,0
Ankita Kulkarni,40,583785,651,Self-employed,0.45,115874,12,2,1,Married,Undergraduate,0
Rajesh Malhotra,37,346417,577,Salaried,0.33,49639,24,5,1,Single,Graduate,1
Vikram Deshmukh,40,556709,793,Business,0.47,209283,24,2,0,Married,Undergraduate,1
Riya Nair,28,579323,678,Salaried,0.11,240066,24,0,1,Married,Graduate,0
Karan Thakur,43,698984,613,Business,0.24,76809,60,2,2,Married,Postgraduate,1
Isha Patil,23,606090,633,Government,0.23,244839,60,3,2,Married,Undergraduate,1
Radhika Thakur,30,312355,617,Business,0.29,155720,72,5,2,Single,Graduate,1
Mahesh Sawant,38,511438,689,Business,0.15,55883,24,1,1,Married,Graduate,0
Kavita Verma,40,698416,649,Government,0.4,305405,60,5,1,Married,Undergraduate,1
Kavita Patil,28,325374,650,Self-employed,0.35,68016,60,6,2,Single,Postgraduate,1
Suresh Pandey,34,1329377,648,Self-employed,0.15,456542,12,3,2,Single,Postgraduate,1
Mahesh Reddy,21,471945,699,Salaried,0.51,179142,36,6,1,Single,Graduate,1
Karan Malhotra,50,403833,649,Salaried,0.52,114916,48,4,1,Married,Graduate,1
Nitin Pandey,24,771497,836,Salaried,0.54,89320,72,5,0,Single,Graduate,1
Tanvi Pawar,27,336782,755,Salaried,0.25,124393,72,2,0,Single,Postgraduate,0
Swati Gupta,25,484295,634,Salaried,0.13,91209,60,3,3,Married,Graduate,1
Kavita Singh,33,200000,693,Salaried,0.46,33906,60,2,0,Single,Undergraduate,1
Divya Jadhav,35,553544,552,Government,0.12,205183,48,6,3,Single,Postgraduate,1
Rahul Deshmukh,59,574482,834,Salaried,0.23,259961,72,4,0,Single,Postgraduate,0
Karan Saxena,29,384935,723,Salaried,0.4,130573,72,4,0,Single,Graduate,0
Vikram Sawant,46,769296,743,Salaried,0.15,168094,72,7,0,Married,Postgraduate,0
Sunil Verma,33,381626,664,Self-employed,0.48,56076,48,4,0,Single,Undergraduate,1
Deepak Bhosale,34,499311,624,Government,0.18,165458,72,6,2,Single,Graduate,1
Shruti Thakur,52,422869,772,Business,0.29,205634,60,1,0,Single,Undergraduate,0
Rahul Mane,50,620235,683,Self-employed,0.49,161458,24,1,1,Married,Graduate,1
Mahesh Gupta,37,862649,775,Government,0.41,151768,72,4,0,Single,Undergraduate,0
Radhika More,30,571929,773,Business,0.12,202152,36,6,0,Single,Undergraduate,0
Rahul Iyer,45,483569,636,Business,0.54,149753,24,7,1,Married,Postgraduate,1
Vikram Thakur,28,231715,831,Salaried,0.38,33498,12,3,0,Single,Postgraduate,0
Aditya Nair,41,266495,701,Salaried,0.31,125575,72,6,1,Single,Undergraduate,0
Nisha Kapoor,28,455437,620,Salaried,0.56,82621,12,5,2,Married,Graduate,1
Mahesh Mane,27,383764,729,Business,0.52,54177,12,0,0,Single,Postgraduate,1
Amit Bhosale,60,552193,700,Salaried,0.49,67773,60,7,0,Single,Graduate,1
Neha Chavan,46,841382,685,Salaried,0.39,259965,60,7,0,Single,Postgraduate,0
Sunil Choudhary,44,981133,562,Salaried,0.35,469349,48,1,2,Single,Postgraduate,1
Amit Kadam,36,402730,580,Salaried,0.56,59928,12,6,3,Married,Graduate,1
Sanjay Joshi,35,675415,578,Government,0.16,328946,36,7,1,Single,Graduate,1
Harsh Singh,40,464540,831,Salaried,0.12,53309,48,0,0,Single,Postgraduate,0
Suresh Reddy,31,200000,644,Salaried,0.31,95052,36,6,1,Single,Postgraduate,1
Mahesh Shinde,41,276558,536,Self-employed,0.27,93854,12,6,1,Married,Graduate,1
Nisha Malhotra,50,941266,702,Salaried,0.58,248814,12,6,0,Single,Undergraduate,1
Ankita Iyer,30,829346,546,Salaried,0.16,330172,36,3,3,Single,Graduate,1
Sunil Jadhav,28,511924,763,Salaried,0.32,202042,60,7,0,Married,Graduate,0
Komal Kulkarni,39,446380,740,Government,0.32,106912,60,2,0,Married,Postgraduate,0
Mahesh Mane,44,842369,653,Business,0.53,190380,60,7,1,Single,Postgraduate,1
Deepak Nair,21,473153,728,Salaried,0.56,139526,12,6,0,Single,Postgraduate,1
Ankita Thakur,23,637452,760,Government,0.39,149348,60,2,0,Married,Graduate,0
Suresh Patel,52,346751,691,Self-employed,0.45,172865,60,4,1,Married,Postgraduate,0
Sneha Thakur,35,200000,758,Salaried,0.2,37033,36,1,0,Single,Postgraduate,0
Priya Bhosale,47,1457705,642,Self-employed,0.35,449705,72,7,2,Single,Undergraduate,1
Sneha Mishra,28,343500,610,Salaried,0.22,141878,24,0,2,Married,Graduate,1
Suresh Patel,24,435505,677,Salaried,0.16,189757,36,4,1,Married,Undergraduate,0
Rahul Nair,26,460601,723,Business,0.42,160776,36,3,0,Married,Postgraduate,0
Rohit Shinde,47,561270,591,Salaried,0.31,69307,12,1,1,Married,Graduate,1
Priya Chavan,21,611562,723,Business,0.46,206104,36,5,0,Single,Undergraduate,1
Deepak Chavan,42,830707,749,Salaried,0.34,203519,36,2,0,Single,Undergraduate,0
Asha Mane,35,289976,802,Self-employed,0.13,142079,12,6,0,Single,Undergraduate,0
Kavita Joshi,36,219848,642,Government,0.23,56726,36,2,1,Single,Postgraduate,1
Swati Mishra,32,543321,488,Salaried,0.22,205593,72,4,3,Married,Postgraduate,1
Sanjay Mishra,24,838173,692,Unemployed,0.16,410728,12,3,0,Single,Undergraduate,1
Rajesh Mane,40,276752,796,Salaried,0.32,108761,12,6,0,Single,Postgraduate,0
Asha Singh,28,378627,667,Salaried,0.44,130827,12,1,1,Single,Postgraduate,0
Shruti Thakur,43,1142805,670,Salaried,0.12,118802,24,1,0,Single,Postgraduate,0
Ankita Pandey,29,551096,556,Salaried,0.2,261919,36,1,2,Single,Graduate,1
Karan Tripathi,45,609557,724,Unemployed,0.44,234855,72,0,0,Single,Graduate,1
Manoj Singh,39,249162,605,Salaried,0.23,54432,48,7,2,Single,Postgraduate,1
Riya Joshi,34,460483,696,Government,0.44,101346,12,5,1,Married,Graduate,0
Rohit Chatterjee,34,458866,627,Salaried,0.22,196536,72,3,3,Married,Postgraduate,1
Harsh Mane,38,506808,810,Business,0.48,184971,60,3,0,Single,Graduate,1
Isha Mehta,47,468927,529,Business,0.11,124108,72,2,2,Single,Graduate,1
Deepak Singh,34,542662,598,Self-employed,0.17,250733,60,7,2,Single,Graduate,1
Nitin Dubey,33,486361,651,Salaried,0.49,216618,12,1,0,Married,Graduate,1
Amit Sharma,31,273733,625,Salaried,0.43,136595,36,0,1,Married,Graduate,1
Suresh Kulkarni,33,278070,719,Salaried,0.18,88135,60,1,1,Single,Undergraduate,0
Ankit More,25,200000,666,Self-employed,0.13,26253,48,7,0,Single,Undergraduate,0
Mahesh Kulkarni,25,369773,650,Salaried,0.39,109959,60,4,2,Married,Postgraduate,1
Meena Sawant,44,723306,621,Salaried,0.49,359985,72,7,1,Married,Undergraduate,1
Ankit Kapoor,34,279920,744,Government,0.34,39119,36,7,0,Married,Graduate,0
Riya Shinde,46,676201,657,Business,0.51,292907,36,4,0,Single,Graduate,1
Rohit Verma,36,1262130,716,Business,0.16,211787,36,3,0,Married,Postgraduate,0
Karan Singh,36,709573,788,Salaried,0.23,247553,48,1,0,Single,Undergraduate,0
Tanvi Dubey,41,526497,662,Business,0.13,87214,36,4,1,Married,Postgraduate,0
Ankit Sawant,21,252536,688,Business,0.45,88217,12,7,0,Single,Postgraduate,0
Rahul Singh,58,541248,812,Self-employed,0.46,127263,36,0,0,Single,Postgraduate,1
Radhika Reddy,30,344885,587,Business,0.33,45942,48,3,2,Married,Postgraduate,1
Ankit Deshmukh,53,499209,537,Self-employed,0.39,174322,24,4,3,Married,Undergraduate,1
Neha Thakur,38,269295,720,Salaried,0.25,127114,60,4,0,Single,Undergraduate,0
Manoj Pandey,39,281028,665,Salaried,0.49,124157,48,3,0,Single,Postgraduate,1
Sanjay Pawar,45,383141,628,Government,0.23,130907,72,3,1,Single,Graduate,1
Suresh Malhotra,52,267784,617,Government,0.42,110483,48,2,2,Single,Postgraduate,1
Shruti Saxena,31,549610,620,Business,0.16,103266,60,1,2,Single,Postgraduate,1
Aditya Chatterjee,32,483922,593,Government,0.15,79147,48,0,3,Single,Undergraduate,1
Varun Verma,34,657420,740,Self-employed,0.57,91515,60,4,0,Married,Postgraduate,1
Divya Kulkarni,24,200000,743,Government,0.14,26466,60,3,0,Single,Graduate,0
Vivek Tripathi,24,718757,760,Government,0.13,276395,72,7,0,Single,Postgraduate,0
Tanvi Chatterjee,22,263037,696,Self-employed,0.23,62817,24,0,1,Married,Graduate,0
Aditya Reddy,26,663633,652,Government,0.34,201738,72,5,0,Single,Graduate,0
Sneha Nair,45,299134,725,Salaried,0.17,112344,48,2,0,Married,Postgraduate,0
Riya Pawar,26,637882,816,Salaried,0.29,76047,24,4,0,Married,Postgraduate,0
Sunil Choudhary,46,284017,784,Self-employed,0.16,121751,36,0,0,Married,Graduate,0
Sunil Kadam,42,497988,767,Salaried,0.48,117616,36,3,0,Married,Postgraduate,1
Sakshi Gupta,47,438047,624,Government,0.14,83710,36,0,1,Single,Postgraduate,1
Asha Verma,34,700679,699,Salaried,0.48,126486,12,6,0,Single,Postgraduate,1
Kavita Thakur,42,303050,617,Self-employed,0.11,93684,24,6,3,Married,Postgraduate,1
Arjun Menon,42,330890,551,Salaried,0.33,129489,12,4,1,Single,Undergraduate,1
Sunil Chavan,41,234675,719,Salaried,0.56,26068,12,7,1,Single,Undergraduate,1
Ajay Saxena,31,447579,672,Salaried,0.27,196197,36,1,1,Married,Undergraduate,0
Tanvi Patil,41,441942,570,Salaried,0.25,185157,24,6,2,Single,Graduate,1
Kavita Chatterjee,22,306033,662,Salaried,0.36,44936,72,0,0,Single,Graduate,0
Divya Mehta,28,716352,679,Salaried,0.47,99983,48,1,1,Married,Undergraduate,1
Arjun Patil,21,1310850,747,Business,0.56,630744,12,5,0,Married,Postgraduate,1
Aditya Dubey,34,383260,718,Business,0.32,128741,36,0,0,Single,Graduate,0
Manoj Dubey,24,830807,850,Salaried,0.17,236662,48,3,0,Single,Graduate,0
Shruti Iyer,41,349457,715,Salaried,0.39,152035,12,0,1,Married,Undergraduate,0
Asha Verma,31,796848,594,Government,0.28,383373,60,0,1,Single,Undergraduate,1
Rahul Mishra,22,386905,848,Salaried,0.58,153794,60,4,0,Married,Undergraduate,1
Komal Shinde,47,374495,725,Self-employed,0.15,185571,36,1,0,Single,Graduate,0
Sunil Malhotra,36,299272,717,Salaried,0.56,141248,12,3,1,Single,Graduate,1
Ankita Nair,41,300760,564,Government,0.12,138259,48,1,1,Married,Undergraduate,1
Vivek Mishra,21,479112,628,Business,0.53,180487,36,7,3,Married,Undergraduate,1
Priya Sawant,37,344232,730,Self-employed,0.32,70230,48,4,0,Single,Postgraduate,0
Sakshi Kapoor,33,745253,730,Salaried,0.45,337557,60,7,0,Married,Graduate,0
Swati Iyer,51,560110,791,Unemployed,0.21,249290,48,7,0,Single,Graduate,1
Sanjay Thakur,51,319601,839,Salaried,0.28,68208,72,5,0,Married,Graduate,0
Priya Kadam,30,1080329,509,Salaried,0.42,111815,48,4,1,Single,Undergraduate,1
Vikram Kapoor,25,221899,603,Government,0.42,110942,12,6,2,Single,Undergraduate,1
Nisha Dubey,36,556922,763,Self-employed,0.49,195741,12,5,0,Single,Postgraduate,1
Aditya Verma,21,559767,708,Business,0.43,230147,72,0,0,Married,Postgraduate,0
